編號,資料集名稱,資料集說明,資料集連結網址,主要欄位說明,使用對象,授權說明網址,更新頻率,計費方式,資料分類,資料量,資料集提供機關,資料集提供機關聯絡人,資料集提供機關聯絡人電話,資料集空間範圍,資料集語系,資料集類型,關鍵字,備註
166,臺中市平均旅行時間靜態資料,平均旅行時間靜態資料,http://opendata.taichung.gov.tw/dataset/3af22c34-1a9f-11e8-8f43-00155d021202,"avipairid(路段配對編號),start_site_id(偵測起點編號),end_site_id(偵測迄點編號),roadsection(路段名稱)",一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,交通資訊,0,臺中市政府交通局,曹雅珺,04-22289111#60213,,中文,rawData,平均旅行時間靜態資料,
167,臺中市合法動物醫院名錄,臺中市合法動物醫院名錄,http://opendata.taichung.gov.tw/dataset/3ac4d787-1a9f-11e8-8f43-00155d021202,序號、業務類別、醫院名稱、區域、醫院地址、醫院電話、急診服務,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,就醫,0,臺中市政府農業局,籃秀珍,23869425#510,臺中市,中文,SERVICES,臺中市合法動物醫院名錄,
168,臺中市精神醫療資源,臺中市精神醫療資源,http://opendata.taichung.gov.tw/dataset/3ad495e7-1a9f-11e8-8f43-00155d021202,機構名稱、聯絡電話、聯絡地址,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,就醫,0,臺中市政府衛生局,黃煒鈞,0425155148#313,,中文,rawData,精神醫療資院,
169,臺中市心理衛生相關資源,臺中市心理衛生相關資源,http://opendata.taichung.gov.tw/dataset/3ad49747-1a9f-11e8-8f43-00155d021202,機構名稱、電話、地址,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,即時,免費,就醫,0,臺中市政府衛生局,黃煒鈞,0425155148#313,,中文,rawData,心理健康,
170,臺中市主要河流_TWD97,臺中市主要河流水系圖資,http://opendata.taichung.gov.tw/dataset/7284fa58-818c-4136-81c5-c7e32d07b2d8,NA,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,1,臺中市政府水利局,黃礎瑩,22289111-53706,台中市,中文,rawData,"河流,地理資料,SHP",
171,臺中市常備兵役男家屬106年1-12月安家費暨三節生活扶助金統計表,臺中市常備兵役男家屬106年1-12月安家費暨三節生活扶助金統計表,http://opendata.taichung.gov.tw/dataset/3ae45208-1a9f-11e8-8f43-00155d021202,役別、鄉鎮市區別、一次安家費甲級發給戶數、一次安家費甲級發給口數、一次安家費甲級金額、一次安家費乙級發給戶數、一次安家費乙級發給口數、一次安家費乙級金額、一次安家費丙級發給戶數、一次安家費丙級發給口數、一次安家費丙級金額、三節生活扶助金甲級發給戶數、三節生活扶助金甲級發給口數、三節生活扶助金甲級金額、三節生活扶助金乙級發給戶數、三節生活扶助金乙級發給口數、三節生活扶助金乙級金額、三節生活扶助金丙級發給戶數、三節生活扶助金丙級發給口數、三節生活扶助金丙級金額\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,服兵役,0,臺中市政府民政局,李若萌,22289111  29503,,中文,rawData,服兵役,
172,臺中市樂齡學習中心資訊,臺中市樂齡學習中心資訊,http://opendata.taichung.gov.tw/dataset/3aed00e1-1a9f-11e8-8f43-00155d021202,臺中市樂齡學習中心資訊,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,求學及進修,0,臺中市政府教育局,謝富榮,22289111-54535,,中文,rawData,"臺中市, 樂齡",
173,臺中市樂齡照護機構,臺中市樂齡照護機構,http://opendata.taichung.gov.tw/dataset/3ad1fba6-1a9f-11e8-8f43-00155d021202,編號、機構名稱、機構地址、聯絡電話\r\n,一般民眾,https://data.gov.tw/license,即時,免費,老年安養,0,臺中市政府衛生局,林志育,25265394*3333,,中文,rawData,樂齡照護機構,
174,臺中市106年火災資料統計,"各年度火災資料統計數據詳見本局局網：
http://www.tccfd.gov.tw/statistics/index.asp?Parser=99,10,73,53",http://opendata.taichung.gov.tw/dataset/3adfe357-1a9f-11e8-8f43-00155d021202,火災發生數、火災發生場所、火災發生時段、火災發生原因、火災起火處所,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,生活安全及品質,0,臺中市政府消防局,何思佳,04-24752119*320,全臺中市,中文,rawData,"台中市, 火災",
175,臺中市長青福利服務-臺中市老人福利服務中心,"1.提供各類老人相關之業務及社會福利諮詢。
2.陳列各類親職及長青月刊、雜誌、書報提供閱讀。3.設立銀髮生活達人館，透過回顧了解長輩們生命故事與技能傳承。
4.協助轉介經濟弱勢、高風險家庭、意外及天災案件關懷。
5.提供東勢區長青學苑。
6.設置日間照顧服務。
7.辦理各項銀髮族正當休閒活動。
8.設置義剪隊為弱勢族群義剪。",http://opendata.taichung.gov.tw/dataset/3aed10e8-1a9f-11e8-8f43-00155d021202,單位名稱、地址、電話、服務內容,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,公共資訊,0,臺中市政府社會局,詹素媛,04-25882142,,中文,rawData,老,
176,104年度臺中市地方總預算第1次追加(減)預算案,104年度臺中市地方總預算第1次追加(減)預算案相關預算書表,http://opendata.taichung.gov.tw/dataset/1b3923b6-1b54-11e8-8f43-00155d021202,歲入歲出簡明比較分析表、歲入歲出性質及餘絀簡明比較分析表、收支簡明比較分析表、歲入來源別原預算及追加(減)預算綜計表、歲出政事別原預算及追加(減)預算綜計表、歲出機關別原預算及追加(減)預算綜計表、歲入來源別追加(減)預算總表、歲入來源別追加(減)預算表(經常門)、歲入來源別追加(減)預算表(資本門)、歲出政事別追加(減)預算總表、歲出政事別追加(減)預算表(經常門)、歲出政事別追加(減)預算表(資本門)、歲出機關別追加(減)預算總表、歲出機關別追加(減)預算表、各機關歲出追加(減)預算用途別科目分析總表,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,0,臺中市政府主計處,羅珮嵐,(04)2228-9111#19108,臺中市,中文,rawData,追加(減)預算案,
177,臺中市醫院一般病床許可數,臺中市醫院一般病床許可數,http://opendata.taichung.gov.tw/dataset/3ae44afa-1a9f-11e8-8f43-00155d021202,機構名稱 一般病床,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,就醫,0,臺中市政府衛生局,練淑靜,04-25265394-3731,全臺中市,中文,rawData,一般病床許可數,
178,106年臺中市戒菸服務合約醫事機構名單(106.02),提供臺中市戒菸服務合約醫事機構名單，請有戒菸需求民眾可查詢戒菸院所，就近接受戒菸治療及戒菸衛教服務，及早戒除菸癮。,http://opendata.taichung.gov.tw/dataset/3ad4839c-1a9f-11e8-8f43-00155d021202,醫事機構類別醫事機構名稱電話區號地址給藥衛教,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,就醫,0,臺中市政府衛生局,張容甄,22629735,,中文,rawData,,
179,臺中市消防緊急救護服務統計,臺中市消防緊急救護服務統計,http://opendata.taichung.gov.tw/dataset/3ad71720-1a9f-11e8-8f43-00155d021202,臺中市消防緊急救護服務統計,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,生活安全及品質,65,臺中市政府消防局,何美燕,04-24752119#116,全臺中市,中文,rawData,"緊急救護, 救護統計",
180,104年度臺中市地方總預算第2次追加(減)預算案,104年度臺中市地方總預算第2次追加(減)預算案相關表件,http://opendata.taichung.gov.tw/dataset/1b392300-1b54-11e8-8f43-00155d021202,歲入歲出簡明比較分析表、歲入歲出性質及餘絀簡明比較分析表、收支簡明比較分析表、歲入來源別原預算及追加(減)預算綜計表、歲出政事別原預算及追加(減)預算綜計表、歲出機關別原預算及追加(減)預算綜計表、歲入來源別追加(減)預算總表、歲入來源別追加(減)預算表(經常門)、歲入來源別追加(減)預算表(資本門)、歲出政事別追加(減)預算總表、歲出政事別追加(減)預算表(經常門)、歲出政事別追加(減)預算表(資本門)、歲出機關別追加(減)預算總表、歲出機關別追加(減)預算表、各機關歲出追加(減)預算用途別科目分析總表,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,0,臺中市政府主計處,羅珮嵐,(04)2228-9111#19108,臺中市,中文,rawData,追加(減)預算案,
181,臺中市104年替代役申請人數統計表,"臺中市104年替代役申請人數統計表									
",http://opendata.taichung.gov.tw/dataset/3adabb18-1a9f-11e8-8f43-00155d021202,鄉鎮市區、一般資格、家庭資格、宗教資格、專長資格、志工資格、研發及產業訓儲、合計、當年次、備考\t\t\t\t\t\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定時,免費,服兵役,0,臺中市政府民政局,嚴怡瑋,22289111＃29607,,中文,rawData,替代役,
182,104年10月包裝容器抽驗結果彙整,104年10月包裝容器抽驗結果彙整,http://opendata.taichung.gov.tw/dataset/3ae4376a-1a9f-11e8-8f43-00155d021202,序號、樣品名稱、抽驗廠商名稱、廠商地址、檢驗項目、檢驗結果、標準、處辦情形\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定時,免費,生活安全及品質,0,臺中市政府衛生局,張美智,04-25265394 分機5791,,中文,rawData,包裝容器,
183,臺中市開業不動產估價師名冊,為臺中市開業之不動產估價師事務所資料,http://opendata.taichung.gov.tw/dataset/3ad4ab2a-1a9f-11e8-8f43-00155d021202,序號、事務所名稱、姓名、事務所類別、開業證書字號、事務所地址、有效期限\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,購屋及遷徙,0,臺中市政府地政局,朱俊鴻,04-22218558分機63717,,中文,rawData,不動產估價師,
184,臺中市違反勞動基準法事業單位及事業主公布總表,臺中市政府勞工局107年度3月份公布違法事業單位名單一覽表(共188家),http://opendata.taichung.gov.tw/dataset/3adfd970-1a9f-11e8-8f43-00155d021202,事業單位名稱、違反法令條款、違反法規內容、處分書文號、處分日期、備註,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,求職及就業,0,臺中市政府勞工局,賴佩琪,0422289111 #35256,,中文,rawData,"臺中市, 違反勞動基準法, 勞動基準法",
185,臺中市警察分局轄區範圍_TWD97,依台中市1/1000地形圖底圖，經由市警局資料收集及確認後，銳?公司進行數化建置。,http://opendata.taichung.gov.tw/dataset/b27b59cb-aee7-4cf3-9306-a4eb23ac8126,NA,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,公共資訊,16,臺中市政府警察局,陳志益,04-23285141,臺中市,中文,rawData,"警察分局轄區範圍,地理資料,SHP",
186,臺中市愛滋病指定醫事機構,疾病管制署不定期於其網站上(http://www.cdc.gov.tw)公告各縣市愛滋病指定醫事機構名單，其中有關本市愛滋病指定醫事機構包含：中國醫藥大學附設醫院、中山醫學大學附設醫院、臺中榮民總醫院、澄清綜合醫院中港分院、豐原醫院、童綜合醫院、臺中醫院、林新醫院、佛教慈濟綜合醫院台中分院及光田綜合醫院(沙鹿院區、大甲院區)。,http://opendata.taichung.gov.tw/dataset/3afbde0f-1a9f-11e8-8f43-00155d021202,名稱、連絡電話、地址,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定期,免費,就醫,11,臺中市政府衛生局,李珮如,25265394+5210,,中文,rawData,愛滋病,
187,臺中市身心障礙福利機構,提供身心障礙者及其家庭支持性服務之場所。其服務項目應多元化，以滿足身心障礙者及其家庭之需求；服務方式可分為外展性服務及機構內服務二種。,http://opendata.taichung.gov.tw/dataset/3abb9518-1a9f-11e8-8f43-00155d021202,性質、主管機關、辦理單位、負責人、連絡電話、地址、備註、最後更新時間,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,公共資訊,20,臺中市政府社會局,姚吟梅,0422289111#37303,,中文,rawData,機構,
188,臺中市災防緊急安置學校分佈,臺中市災防緊急安置學校分佈(社會局彙整106.1),http://opendata.taichung.gov.tw/dataset/3aecf6c0-1a9f-11e8-8f43-00155d021202,"收容所編號,避難收容處所名稱,區別,里別,收容所地址",一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,生活安全及品質,0,臺中市政府教育局,陳克韋,22289111-55108,,中文,rawData,避難收容,
189,臺中市各區優質農特產品介紹(生鮮),臺中市各區優質農特產品介紹(生鮮),http://opendata.taichung.gov.tw/dataset/3aed0e04-1a9f-11e8-8f43-00155d021202,項次、申請者、生產者、申請日期、申請產品名稱、申請產品類別、產品規格、識別號碼、同意文號,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,生活安全及品質,60,臺中市政府農業局,翁秝珎,22289111#56512,全臺中市,中文,rawData,"生鮮, 農特產品, 臺中市",
190,臺中市農場名單,臺中市取得農場登記證之農場名單,http://opendata.taichung.gov.tw/dataset/3afbb41c-1a9f-11e8-8f43-00155d021202,序號、場名、場址、負責人姓名、電話、經營類別,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,生活安全及品質,0,臺中市政府農業局,陳昱承,56120,,中文,rawData,農場登記證,
191,臺中市各區優質農特產品介紹(加工),臺中市政府優質農特產品商標授權申請資料表(加工),http://opendata.taichung.gov.tw/dataset/3aed0f77-1a9f-11e8-8f43-00155d021202,項次、申請者、生產者、申請日期、申請產品名稱、申請產品類別、產品規格、識別號碼、同意文號,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每年,免費,生活安全及品質,108,臺中市政府農業局,翁秝珎,04-22289111#56512,全臺中市,中文,rawData,"加工, 臺中市, 農特產品",
192,臺中市腸病毒重症病例數統計,臺中市腸病毒重症個案數分佈里別,http://opendata.taichung.gov.tw/dataset/3afbe248-1a9f-11e8-8f43-00155d021202,日期、行政區域、區別、里別,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,就醫,8,臺中市政府衛生局,黃昭菀,04-25265394*3423,,中文,rawData,腸病毒,
193,臺中市政府警察局106年上半年各分局規劃巡邏箱線區塊統計一覽表,統計本局各分局規劃巡邏箱線區塊數,http://opendata.taichung.gov.tw/dataset/3adffa0f-1a9f-11e8-8f43-00155d021202,統計單位名稱、巡邏線數、巡邏箱數、巡邏區塊數,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,每月,免費,生活安全及品質,0,臺中市政府警察局,張毓銓,04-2327-7029,,中文,rawData,巡邏箱,
194,臺中市104年10-12月份夜市、傳統市場、攤販、學校及餐飲業高風險食材或原物料抽驗結果,公告臺中市104年10-12月份夜市、傳統市場、攤販、學校及餐飲業高風險食材或原物料抽驗結果,http://opendata.taichung.gov.tw/dataset/3adfdd31-1a9f-11e8-8f43-00155d021202,序號、序號、抽驗販售業者名稱、地址、樣品名稱、檢驗項目、檢驗結果\r\n,一般民眾,http://opendata.taichung.gov.tw/licenseTerms,不定時,免費,生活安全及品質,0,臺中市政府衛生局,劉佳怡,04-25265394 分機5791,,中文,rawData,原物料抽驗,
