提供機關名稱,資料集名稱,瀏覽人次,下載次數,資料集評分,上架日
交通部,觀光資訊標準格式,"1,529",180,,2015/12/29
交通部中央氣象局,交通部中央氣象局臺灣南區氣象中心受理人民申請閱覽政府資訊或卷宗作業要點,671,25,,2015/12/29
經濟部,經濟部統計處-外銷訂單海外生產實況,"2,004",167,60,2015/02/02
交通部中央氣象局,交通部中央氣象局臺灣南區氣象中心為民服務績效考核實施計畫,724,27,,2015/12/29
外交部,外交統計年報,"1,487",237,20,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-金融控股公司,"1,817",115,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-本國銀行,"2,936",189,20,2015/01/30
金融監督管理委員會,金融監督管理基金預算,"1,188",96,,2015/01/30
交通部中央氣象局,臺美氣象預報系統發展技術合作協議第23號執行辦法,"1,099",25,,2015/12/29
金融監督管理委員會,金融監督管理委員會單位預算,"1,150",119,,2015/01/30
中央存款保險股份有限公司,中央存款保險公司附屬單位預算,"2,194",536,,2015/01/30
金融監督管理委員會銀行局,金融監督管理委員會銀行局單位預算,"1,263",145,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-外國銀行,956,69,,2015/01/30
金融監督管理委員會證券期貨局,金融監督管理委員會證券期貨局單位預算,"1,146",138,,2015/01/30
金融監督管理委員會保險局,金融監督管理委員會保險局單位預算,"1,343",71,,2015/01/30
交通部中央氣象局,臺美氣象預報系統發展技術合作協議第24號執行辦法,"1,086",21,,2015/12/29
金融監督管理委員會檢查局,金融監督管理委員會檢查局單位預算,"1,387",96,,2015/01/30
金融監督管理委員會銀行局,金融研究發展基金預算,878,73,,2015/01/30
交通部中央氣象局,臺美氣象預報系統發展技術合作協議第25號執行辦法,851,19,,2015/12/29
金融監督管理委員會檢查局,金融檢查重點-信用合作社,"1,323",58,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-票券金融公司,951,57,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-證券商,"1,053",64,,2015/01/30
金融監督管理委員會保險局,保險業務發展基金預算,"1,132",85,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-證券投資信託公司,"2,055",41,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-壽險公司,"1,206",96,,2015/01/30
金融監督管理委員會檢查局,金融檢查重點-產險公司,"1,053",71,,2015/01/30
金融監督管理委員會,金融監督管理基金決算,"1,376",166,,2015/01/30
金融監督管理委員會,金融監督管理委員會單位決算,"1,218",57,,2015/01/30
交通部中央氣象局,臺美氣象預報系統發展技術合作協議第26號執行辦法,"1,008",26,,2015/12/29
中央存款保險股份有限公司,中央存款保險公司附屬單位決算,"1,793",473,100,2015/01/30
外交部,外交部補(捐)助團體私人情形季報表,"1,628",192,,2015/01/30
金融監督管理委員會,金融監督管理委員會主管決算,"1,408",71,,2015/01/30
金融監督管理委員會銀行局,金融監督管理委員會銀行局單位決算,"1,389",130,,2015/01/30
金融監督管理委員會證券期貨局,金融監督管理委員會證券期貨局單位決算,"1,431",115,,2015/01/30
交通部中央氣象局,中央氣象局105年度施政計畫,932,39,,2017/03/02
國家發展委員會檔案管理局,國家發展委員會檔案管理局預算,"1,982",340,,2015/01/30
金融監督管理委員會保險局,金融監督管理委員會保險局單位決算,"1,146",153,,2015/01/30
金融監督管理委員會檢查局,金融監督管理委員會檢查局單位決算,"1,300",107,,2015/01/30
金融監督管理委員會銀行局,金融研究發展基金決算,"1,562",80,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-金融控股公司,"1,213",125,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-本國銀行,"1,477",172,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-外國銀行,"1,224",143,,2015/01/30
國家發展委員會,「國家建設總合評估規劃作業」補助情形表,"1,345",98,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-信用合作社,"1,205",98,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-票券金融公司,"1,162",77,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-證券商,989,80,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-證券投資信託公司,890,68,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-壽險公司,"1,240",114,,2015/01/30
金融監督管理委員會檢查局,內控聲明書-產險公司,"1,094",82,,2015/01/30
金融監督管理委員會保險局,保險業務發展基金決算,"1,134",88,,2015/01/30
交通部中央氣象局,中央氣象局104年度施政計畫,715,56,,2017/03/02
金融監督管理委員會,金管會莫拉克颱風災後重建特別決算,"1,552",78,,2015/01/30
交通部中央氣象局,中央氣象局106年度施政計畫,654,35,,2015/12/29
國家發展委員會檔案管理局,國家發展委員會檔案管理局決算,"1,231",185,20,2015/01/30
金融監督管理委員會,金管會各機關公款補助團體私人情形季報表,937,83,,2015/01/30
國立科學工藝博物館,國立科學工藝博物館年報,"1,156",53,,2015/02/01
經濟部商業司,"商業司_公司法 ","1,661",104,,2015/02/03
經濟部商業司,"商業司_企業併購法 ","1,584",68,,2015/02/03
經濟部商業司,"商業司_商業登記法 ","1,483",52,60,2015/02/03
經濟部商業司,"商業司_商業會計法 ","1,750",53,,2015/02/03
經濟部商業司,"商業司_商品標示法 ","1,905",96,,2015/02/03
經濟部商業司,"商業司_電子簽章法 ","1,379",57,,2015/02/03
金融監督管理委員會檢查局,金融機構主要檢查缺失-金融控股公司,"1,492",97,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-本國銀行,"2,923",191,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-外國銀行,"1,109",59,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-信用合作社,"1,477",47,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-票券金融公司,"1,046",43,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-證券商,"1,166",89,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-證券投資信託公司,950,41,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-壽險公司,"1,335",69,,2015/01/30
金融監督管理委員會檢查局,金融機構主要檢查缺失-產險公司,"1,309",63,,2015/01/30
金融監督管理委員會檢查局,金融檢查執行情形,"1,484",124,,2015/01/30
國家發展委員會,政府列管計畫清單,"3,166",476,80,2015/02/19
行政院主計總處,行政院主計總處組織制度,750,33,,2015/02/02
行政院主計總處,行政院主計總處職掌與人力,803,39,,2015/02/02
行政院主計總處,行政院主計總處電話總機,"1,144",81,,2015/02/02
行政院主計總處,行政院主計總處通訊地址,"1,316",104,20,2015/02/02
國家發展委員會,重大公共建設計畫預算審議結果,"3,214",488,,2015/02/19
交通部中央氣象局,"颱風消息與警報-颱風路徑 ","4,213",985,100,2016/07/11
中華郵政股份有限公司,郵政法,"1,050",107,,2016/08/22
經濟部加工出口區管理處,加工出口區管理處_加工出口區設置管理條例,747,59,,2015/02/06
交通部中央氣象局,中央氣象局代管用戶設備業務暨產品之費用公告,800,56,,2015/12/29
經濟部加工出口區管理處,加工出口區管理處_加工出口區設置管理條例施行細則,"1,025",90,,2015/02/06
交通部中央氣象局,中央氣象局107年度施政計畫,929,30,,2015/12/29
經濟部加工出口區管理處,加工出口區管理處_加工出口區管理處及分處業務管理規則,988,50,,2015/02/03
交通部中央氣象局,中央氣象局海嘯資訊發布作業說明,"1,150",61,,2015/12/29
交通部中央氣象局,中央氣象局102年度施政計畫,700,36,,2015/12/29
經濟部貿易調查委員會,經濟部貿易調查委員會_貨品進口救濟案件處理辦法,986,50,100,2015/02/03
經濟部加工出口區管理處,加工出口區管理處_楠梓加工出口區廣告物及指示牌設置原則,852,45,,2015/02/06
中華郵政股份有限公司,郵政儲金匯兌法,"1,313",71,,2016/08/22
經濟部加工出口區管理處,加工出口區管理處_經濟部加工出口區管理處對民間團體補助作業規範,941,54,,2015/02/06
經濟部國際貿易局,經濟部國際貿易局_其他相關輸入規定,"1,801",176,,2015/02/02
交通部中央氣象局,中央氣象局103年度施政計畫,707,38,,2015/12/29
經濟部加工出口區管理處,加工出口區管理處_加工出口區土地綠化認養維護要點,890,45,,2015/02/06
交通部中央氣象局,交通部中央氣象局有感地震報告發布作業要點,"1,037",84,80,2015/12/29
經濟部貿易調查委員會,經濟部貿易調查委員會_提升服務品質執行計畫,"1,023",138,,2015/02/03
經濟部加工出口區管理處,加工出口區管理處_經濟部加工出口區管理處暨所屬分處政府資訊及卷宗閱覽須知,886,39,,2015/02/06
交通部中央氣象局,交通部中央氣象局海嘯資訊發布作業要點,989,54,,2015/12/29
經濟部貿易調查委員會,經濟部貿易調查委員會_內部保有及管理個人資料之項目彙整表,771,43,,2015/02/03
經濟部國際貿易局,經濟部國際貿易局_其他相關輸出規定,"1,747",184,,2015/02/02
經濟部加工出口區管理處,加工出口區管理處_楠梓加工出口區獎勵實施資源回收及變賣所得款回饋作業要點,"1,412",73,,2015/02/06
經濟部貿易調查委員會,經濟部貿易調查委員會_公共工程及採購契約,"1,001",75,100,2015/02/03
經濟部加工出口區管理處,加工出口區管理處_經濟部加工出口區園區行道樹修剪作業要點,761,60,,2015/02/06
中華郵政股份有限公司,簡易人壽保險法,"1,181",44,,2016/08/22
經濟部國際貿易局,經濟部國際貿易局_農產品進口行政規定,"2,317",194,,2015/02/02
經濟部貿易調查委員會,經濟部貿易調查委員會_聯絡方式,884,49,,2015/02/03
經濟部加工出口區管理處,加工出口區管理處_經濟部加工出口區管理處「熱心公益貢獻獎」選拔及表揚作業要點,919,43,,2015/02/06
經濟部國際貿易局,經濟部國際貿易局_工業產品輸入行政規定,"1,378",115,,2015/02/02
經濟部加工出口區管理處,加工出口區管理處_楠梓加工出口區兩性工作平等委員會設置要點,809,45,,2015/02/06
經濟部國際貿易局,經濟部國際貿易局_建議開放大陸物品進口之程序,"1,829",119,,2015/02/02
經濟部智慧財產局,經濟部智慧財產局公款補助團體私人情形表,"1,007",72,,2015/02/03
經濟部加工出口區管理處,加工出口區管理處_文書處理手冊,767,50,,2015/02/06
經濟部加工出口區管理處,加工出口區管理處_經濟部加工出口區管理處推動研究發展工作作業規定,"1,038",41,,2015/02/06
經濟部智慧財產局,商標業務年度統計,"1,123",172,,2015/02/03
經濟部加工出口區管理處,加工出口區管理處_經濟部加工出口區管理處施政目標,"1,066",47,,2015/02/06
經濟部智慧財產局,經濟部智慧財產局對外關係文書,891,122,,2015/02/03
經濟部,經濟部保有個人資料檔案,"1,980",92,,2015/01/30
經濟部加工出口區管理處,加工出口區管理處_預算及決算,853,101,,2015/02/06
金融監督管理委員會證券期貨局,證券商常見缺失,"2,039",200,60,2015/01/30
經濟部,經濟部研究發展委員會_經濟部施政計畫,"1,891",182,,2015/02/02
經濟部國營事業委員會,經濟部國營事業委員會_國營事業管理法,970,36,,2015/02/02
中華郵政股份有限公司,存證信函格式,"2,050",153,,2016/08/22
經濟部國營事業委員會,經濟部國營事業委員會_經濟部所屬事業機構參加民營事業投資應行注意,960,38,,2015/02/02
國家發展委員會,離島建設基金預算,"2,157",285,,2015/01/30
金融監督管理委員會銀行局,本國銀行放款品質分類統計表,"3,620",390,,2015/01/30
中華郵政股份有限公司,存證信函格式使用說明,"1,376",57,,2016/08/22
經濟部國營事業委員會,"經濟部國營事業委員會_經濟部所屬事業固定資產投資專案計畫編審要點 ","1,536",106,100,2015/02/02
經濟部,經濟部研究發展委員會_經濟部施政績效,"1,711",153,20,2015/02/02
行政院主計總處,中央政府總預算及附屬單位預算,"1,451",136,,2015/02/02
國家發展委員會,花東地區永續發展基金預算,"2,299",251,,2015/01/30
經濟部國營事業委員會,"經濟部國營事業委員會_經濟部推行公共工程施工品質管理制度作業要點 ",937,44,,2015/02/02
行政院主計總處,特別預算,"1,413",186,,2015/02/02
經濟部國營事業委員會,經濟部國營事業委員會_經濟部所屬各事業科學與技術類委託研究計畫作業規定,"1,203",50,,2015/02/02
財政部關務署,進、出口貨物價值年統計(21類),"1,925",161,40,2015/02/02
金融監督管理委員會證券期貨局,違反董事會議事辦法常見缺失案例說明,"2,431",164,,2015/02/04
中華郵政股份有限公司,"掛號函件改投申請書 ",965,53,,2016/08/22
國家發展委員會,國家發展委員會預算,"2,200",426,,2015/01/30
金融監督管理委員會銀行局,本國銀行對中小企業放款餘額統計資料,"4,737",673,,2015/01/30
中華郵政股份有限公司,"取消晚間投遞掛號函件申請書 ",942,32,,2016/08/22
國家發展委員會,行政院國家發展基金預算,"2,085",217,20,2015/01/30
交通部,中華顧問工程司決算,882,33,,2015/12/29
國立科學工藝博物館,國立科學工藝博物館政策宣導資訊公開資料,"1,057",67,,2015/02/01
中華郵政股份有限公司,"郵件改投及改寄申請書(搬離現址) ","1,715",48,,2016/08/22
金融監督管理委員會銀行局,信用合作社逾放等財務資料,"2,668",286,,2015/01/30
中華郵政股份有限公司,晚間投遞掛號函件申請書,791,19,,2016/08/22
