"編號","資料名稱","資料來源","更新頻率","檔案格式","資料連結網址","分類及編號","資料集描述","主要欄位說明","資料集類型","最後更新時間","資料集提供機關","資料量","收錄期間(起)","收錄期間(迄)","授權方式","計費方式","計費說明網址","計費法令依據","資料集說明網址","編碼格式","標籤/關鍵字","建立日期","資料集提供機關聯絡人","資料集提供機關電話","資料集提供機關聯絡人電子郵件","備註"
"203","臺北小巨蛋主場館活動使用空間租用資訊","臺北大眾捷運股份有限公司","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=f73cbd3e-c8a3-4cbc-8cdd-f62d95e5ac9d","休閒旅遊","每月臺北小巨蛋主場館活動使用空間租用資訊","廠商、租用起始日、租用結束日、活動名稱及租用項目","原始資料","2018-06-25 10:55:03","臺北大眾捷運股份有限公司","66","2015-06-01","2018-05-31","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","主場館,小巨蛋","2015-07-31 14:36:36","江美宙","02-25783536#221","e23647@metro.taipei",""
"204","貓空纜車團體預約統計資料","臺北大眾捷運股份有限公司","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=f1d43ac0-e750-45e9-9898-dff197a616c3","交通及通訊","貓空纜車團體預約統計資料","日期、預約搭乘人數","原始資料","2018-06-25 10:53:14","臺北大眾捷運股份有限公司","253","2015-01-01","2018-05-31","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","團體,貓空纜車","2015-06-26 16:13:23","張文勳","02-29363730#2114","e01618@metro.taipei",""
"205","每日貓空纜車系統旅運量統計表","臺北大眾捷運股份有限公司","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=bed9c297-da71-4251-ba46-74d52ac9a991","交通及通訊","每日貓空纜車系統旅運量統計表","日期、旅運量","原始資料","2018-06-25 10:51:05","臺北大眾捷運股份有限公司","1016","2015-01-01","2018-05-31","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","旅運量,貓空纜車","2015-05-15 14:31:46","張文勳","02-29363730#2114","e01618@metro.taipei",""
"206","臺北捷運各站分時進出量統計","臺北大眾捷運股份有限公司","每月","ZIP,7z","https://beta.data.taipei/dataset/detail/metadata?id=63f31c7e-7fc3-418b-bd82-b95158755b4d","交通及通訊","捷運每日分時各站OD流量統計","日期、分時、起迄車站、進出量","原始資料","2018-06-25 10:48:14","臺北大眾捷運股份有限公司","","2017-01-01","2018-05-31","依政府資料開放授權條款-第1版","免費","無","無","無","UTF-8,utf-8","台北捷運,臺北捷運,進出量","2017-02-24 14:42:11","劉亦昌","02-25505600#2036","e23434@metro.taipei",""
"207","臺北捷運全系統旅運量統計","臺北大眾捷運股份有限公司","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=660e3969-c011-481c-aa24-8a949ac2d62d","交通及通訊","臺北捷運全系統旅運量統計","站名、日期、旅運量","原始資料","2018-06-25 10:44:57","臺北大眾捷運股份有限公司","939","2015-01-01","2018-05-31","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","台北捷運,臺北捷運,進出量","2015-05-15 15:13:09","劉亦昌","02-25505600#2036","e23434@metro.taipei",""
"208","臺北捷運藝文廊各場地展覽資訊","臺北大眾捷運股份有限公司","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=3c03d7cf-e312-4828-9c1a-7df34c66595f","休閒旅遊","臺北捷運藝文廊各場地展覽資訊","日期、車站名稱、活動名稱、租借單位","原始資料","2018-06-25 10:41:18","臺北大眾捷運股份有限公司","332","2015-07-01","2018-06-30","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","台北捷運,臺北捷運,藝文廊","2015-07-31 15:21:15","鄭雅文","02-25363001#8162","e26388@metro.taipei",""
"209","臺北捷運廣場各場地活動日期及名稱","臺北大眾捷運股份有限公司","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=1d45dbac-3833-4a7c-8a05-ac3272d52f72","休閒旅遊","臺北捷運廣場各場地活動日期及名稱","日期、地點、活動名稱、辦理單位","原始資料","2018-06-25 10:36:04","臺北大眾捷運股份有限公司","303","2015-07-01","2018-05-31","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","台北捷運,廣場,臺北捷運","2015-07-31 15:15:14","張芸華","02-25363001#8162","e26796@metro.taipei",""
"210","106學年第1學期臨時特教助理員核定情形一覽表(0615)","臺北市政府教育局","每年","xlsx","https://beta.data.taipei/dataset/detail/metadata?id=a077d675-33d9-4e3c-9362-437c3d12490c","公共資訊","106學年第1學期臨時特教助理員核定情形一覽表(0615)","學校、障礙程度、障礙程度(個案數)、核定通過每週時數、106學年度第1學期實際使用總時數金額(元)、備註
","網路服務","2018-06-22 18:25:07","臺北市政府教育局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2018-06-22 18:24:54","郭育祺","27208889#6346","yuchi@mail.taipei.gov.tw",""
"211","105學年臨時特教助理員核定情形一覽表(0615)","臺北市政府教育局","每年","xlsx","https://beta.data.taipei/dataset/detail/metadata?id=e96e22da-b1a9-4ab2-b16a-15f2a5feff72","求職及就業","105學年臨時特教助理員核定情形一覽表(0615)","序號、校名、服務班別、105學年核給時數、106年2-6月核定經費 
","原始資料","2018-06-22 18:22:27","臺北市政府教育局","","","","依政府資料開放授權條款-第1版","無","","","","utf-8","","2018-06-22 18:22:04","郭育祺","27208889#6346","yuchi@mail.taipei.gov.tw",""
"212","臺北市中小學校學區","臺北市政府教育局","每年","docx,PDF","https://beta.data.taipei/dataset/detail/metadata?id=678c5215-f14a-47e3-92bd-da43f9d7c7a9","公共資訊","臺北市國民中學學區劃分","學校名稱、區別、學區範圍、地址、電話號碼","原始資料","2018-06-22 18:18:16","臺北市政府教育局","","2013-02-01","2013-01-31","依政府資料開放授權條款-第1版","免費","無","無","","UTF-8,utf-8","國民中學,國民小學,學區","2014-12-31 11:46:19","遲丕鑫","2720-8889分機1231","u8312202@mail.taipei.gov.tw",""
"213","臺北市CCTV設施","臺北市交通管制工程處","不定期","ZIP","https://beta.data.taipei/dataset/detail/metadata?id=50a5c4ec-9515-4c30-b83f-30b66e37053d","交通及通訊","閉路電視攝影機設備資料","流水號、攝影機編號位置、座標","原始資料","2018-06-22 16:55:22","臺北市交通管制工程處","","","","依政府資料開放授權條款-第1版","免費","無","無","","utf-8","CCTV,圖資,攝影機,閉路電視攝影機","2014-12-31 11:53:44","鄭鈺齡","02-2556-7161#7415","te10717@mail.taipei.gov.tw",""
"214","臺北捷運車站出入口無障礙電梯、無障礙坡道GPS座標","臺北大眾捷運股份有限公司","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=0a3bb422-9eb5-459b-a9d4-138456516183","交通及通訊","臺北捷運車站出入口無障礙電梯、無障礙坡道GPS座標","臺北捷運車站出入口無障礙電梯、無障礙坡道GPS座標","原始資料","2018-06-22 15:30:59","臺北大眾捷運股份有限公司","364","","","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","無障礙坡道GPS座標,無障礙電梯GPS座標","2018-06-12 14:34:17","朱永裕","02-25363001#8659","e02073@metro.taipei",""
"215","臺北捷運車站無障礙設施資料","臺北大眾捷運股份有限公司","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=3c799405-4e44-40dd-b747-daed09e88cdb","交通及通訊","臺北捷運車站無障礙設施設置情形","無障礙設施設置情形","原始資料","2018-06-22 15:24:19","臺北大眾捷運股份有限公司","","2018-06-12","","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","無障礙設施","2018-06-06 15:25:55","朱永裕","02-25363001#8659","e02073@metro.taipei",""
"216","臺北捷運自行車停車場GPS座標","臺北大眾捷運股份有限公司","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=cdf68d43-9bd0-4b75-8377-dd3e28b06ff0","交通及通訊","自行車停車場GPS座標","自行車停車場GPS座標","原始資料","2018-06-22 15:16:08","臺北大眾捷運股份有限公司","147","","","依政府資料開放授權條款-第1版","無","無","無","無","UTF-8","自行車停車場GPS座標","2018-06-06 15:50:03","朱永裕","02-25363001#8659","e02073@metro.taipei",""
"217","臺北市精神科診所","臺北市政府衛生局","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=ee6c8acd-9a5f-4551-9686-88bf98f3541c","公共資訊","臺北市精神科診所","title(標題), address_for_display(顯示用地址), telephone(電話)","原始資料","2018-06-22 15:13:18","臺北市政府衛生局","45","","","依政府資料開放授權條款-第1版","免費","無","無","","big5","","2016-09-23 13:37:37","謝宗穎","02-27287101-1891","kelvin28@health.gov.tw",""
"218","臺北市地下街","臺北市市場處","每年","CSV","https://beta.data.taipei/dataset/detail/metadata?id=0c52a903-769c-4ec8-9f85-d4db81e18990","休閒旅遊","市集販賣內容簡介、座標(84)","名稱、內容、建立日期、地址、經度、緯度","原始資料","2018-06-22 14:12:22","臺北市市場處","3","","","依政府資料開放授權條款-第1版","免費","無","無","","UTF-8","地下街","2016-04-26 13:57:49","孟惠敏","02-25505220-2810","cw-1851@mail.taipei.gov.tw",""
"219","臺北市超級市場","臺北市市場處","每年","CSV","https://beta.data.taipei/dataset/detail/metadata?id=3186cd22-9783-4ddc-bf79-66e3c65e5324","休閒旅遊","市集販賣內容簡介、座標(84)","名稱、內容、建立日期、地址、經度、緯度","原始資料","2018-06-22 14:11:01","臺北市市場處","35","","","依政府資料開放授權條款-第1版","免費","無","無","","UTF-8","超級市場","2016-04-26 13:54:47","孟惠敏","02-25505220-2810","cw-1851@mail.taipei.gov.tw",""
"220","臺北市批發市場","臺北市市場處","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=4a50dd4a-b09c-47c8-9374-fc04a9e59cc9","休閒旅遊","市集販賣內容簡介、座標(84)","名稱、內容、建立日期、地址、經度、緯度","原始資料","2018-06-22 14:09:10","臺北市市場處","10","2012-01-01","2016-04-26","依政府資料開放授權條款-第1版","免費","無","無","","UTF-8","批發市場","2016-04-26 13:46:53","孟惠敏","02-25505220-2810","cw-1851@mail.taipei.gov.tw",""
"221","臺北市攤販集中場","臺北市市場處","每月","CSV","https://beta.data.taipei/dataset/detail/metadata?id=c013d9ec-a550-46bd-ac60-45f085930706","休閒旅遊","市集販賣內容簡介、座標(84)","名稱、內容、建立日期、地址、經度、緯度","原始資料","2018-06-22 14:05:51","臺北市市場處","40","","","依政府資料開放授權條款-第1版","免費","無","無","","utf-8","攤販集中場","2016-04-26 13:44:38","孟惠敏","02-25505220-2810","cw-1851@mail.taipei.gov.tw",""
"222","臺北市政府各機關公務人員進修費用補助一覽表","臺北市政府人事處","半年","XLS,xlsx","https://beta.data.taipei/dataset/detail/metadata?id=f47662d4-12fa-4e67-a5c9-608546e45e11","公共資訊","臺北市政府各機關公務人員進修費用補助一覽表","人數、金額","原始資料","2018-06-22 11:19:52","臺北市政府人事處","50KB","2015-07-01","2017-6-30","依政府資料開放授權條款-第1版","0","","","","UTF-8","","2015-08-19 18:27:31","梁瑜珊","02-27287720-7720","dop-a308@mail.taipei.gov.tw",""
"223","臺北市廢棄物處理場","臺北市政府環境保護局","不定期","CSV","https://beta.data.taipei/dataset/detail/metadata?id=a61eab53-de20-4d12-8464-d576ec86e80c","公共資訊","廢棄物處理場位置資訊","名稱、電話、地址、經度、緯度","原始資料","2018-06-22 10:52:48","臺北市政府環境保護局","1","2012-01-03","2017-07-04","依政府資料開放授權條款-第1版","免費","無","無","","UTF-8","環境保護,衛生掩埋場","2014-12-31 11:46:06","賴金賢","02-26511434-113","la-cclin@mail.taipei.gov.tw",""
"224","臺北市警政統計查詢系統","臺北市政府警察局","每月、年","","https://beta.data.taipei/dataset/detail/metadata?id=3380e869-58ee-48e5-811f-6b868e2efb98","公共資訊","提供「刑事案件(含暴力犯罪、竊盜案件等等)」、「違序、查獲違法經濟及查處取締案件」、「保安及民防」、「交通」、「服務」、「警力配置及其他」及「警政性別統計」等7大部分之時間數列統計資料，輔以多元化互動式查詢功能，行政區資料更與 GIS圖資結合呈現。","統計期、統計項目、統計資料、資料來源、附註、更新日期。","網路服務","2018-06-22 10:49:31","臺北市政府警察局","105表","1982/1/1","","依政府資料開放授權條款-第1版","無","無","無","http://statdata.police.taipei/Pxweb2007/Dialog/statfile9.asp","","性平,指標,統計,警政,資料庫","2015-03-16 14:27:06","郭俊良","02-23818243","craig32@police.taipei",""
"225","臺北市防空警報臺數量","臺北市政府警察局","每月1次","XLS","https://beta.data.taipei/dataset/detail/metadata?id=1b59298a-6b0a-47f3-b57a-9c81bf77f29e","公共資訊","臺北市防空警報臺數量統計","遙控警報臺、人工警報臺、堪用警報器設置類別、堪用警報器種類","原始資料","2018-06-22 09:37:57","臺北市政府警察局","1個檔案","2018-05-01","2018-05-31","依政府資料開放授權條款-第1版","無","","","","UTF-8","","2015-08-21 10:14:34","周忠信","02-88611124","jki231@tcpd.gov.tw",""
"226","水文、氣象月報表","臺北翡翠水庫管理局","每月下旬","PDF","https://beta.data.taipei/dataset/detail/metadata?id=d58d2528-a453-4ffc-b231-fd3f4ef24b34","公共資訊","翡翠水庫氣象站氣象月報表、雨量站雨量月報表、 水位站水位月報表? ","氣象站氣象月報表主要欄位為風速 、風向、氣壓、日輻射量、蒸發量、相對溼度等。雨量站雨量月報表主要欄位為翡 翠、坪 林、集水區等雨量。水位站水位月報表主要欄位為翡翠等站水位及流量。?","網路服務","2018-06-21 17:21:32","臺北翡翠水庫管理局","","","","依政府資料開放授權條款-第1版","無","","","","UTF-8,utf-8","","2015-08-26 15:27:30","曾婉綢","02-26664930-4927","due@feitsui.gov.tw",""
"227","臺北市市有公用低度利用建物清冊","臺北市政府財政局","每半年","CSV","https://beta.data.taipei/dataset/detail/metadata?id=e5942072-ba31-4206-908c-c2befb497618","公共資訊","臺北市市有公用低度利用建物清冊","機關別、建號、門牌、建築日期、層次、原使用樂形、列管日期、總面積、使用面積、未使用面積、每月使用率、地號、所有權人、管理機關、使用分區、辦理情形、備注","原始資料","2018-06-21 15:18:12","臺北市政府財政局","9","2016-07-01","2016-12-31","依政府資料開放授權條款-第1版","無","無","無","","utf-8","公用低度利用建物","2015-05-14 15:53:03","黃韻璇","02-27208889-6307","afu1106@mail.taipei.gov.tw",""
